Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/svm.d:677,Nicht mal ein paar armselige Erz-Nuggets,这些金块矿石没有瑕疵！,,,SVM_4_ShitNoOre,,
Scripts/content/Story/svm.d:678,Finger weg!,别碰！,,,SVM_4_HandsOff,,
Scripts/content/Story/svm.d:679,Verschwinde hier!,你快走吧！,,,SVM_4_GetOutOfHere,,
Scripts/content/Story/svm.d:680,Hier drinnen hast du nichts verloren!,这儿没你的事了！,,,SVM_4_YouViolatedForbiddenTerritory,,
Scripts/content/Story/svm.d:681,Ich bin nicht in der Stimmung für solche Scherze!,我没有心情开玩笑！,,,SVM_4_YouWannaFoolMe,,
Scripts/content/Story/svm.d:682,"Hey, du! Was schleichst du da rum.",嘿！你在这儿鬼鬼祟祟地做什么？,,,SVM_4_WhatsThisSupposedToBe,,
Scripts/content/Story/svm.d:683,"Geh raus, sonst ruf' ich die Wachen!",滚！否则我叫守卫了！,,,SVM_4_WhyYouAreInHere,,
Scripts/content/Story/svm.d:684,Was hast du da drinnen getrieben?,你一直在那儿做什么？,,,SVM_4_WhatDidYouInThere,,
Scripts/content/Story/svm.d:685,Da hast du noch mal Glück gehabt.,你很幸运。,,,SVM_4_WiseMove,,
Scripts/content/Story/svm.d:686,"Wachen, hier her!",守卫！这儿！,,,SVM_4_Alarm,,
Scripts/content/Story/svm.d:687,EINDRINGLING!!!,小偷！！！,,,SVM_4_IntruderAlert,,
Scripts/content/Story/svm.d:688,Hinter dir!,在你后面！,,,SVM_4_BehindYou,,
Scripts/content/Story/svm.d:689,Schon wieder ein Kampf.,又一次战斗。,,,SVM_4_TheresAFight,,
Scripts/content/Story/svm.d:690,Fester!,用力！,,,SVM_4_HeyHeyHey,,
Scripts/content/Story/svm.d:691,"Ist das alles, was ihr draufhabt?!",都是你干的吗？！,,,SVM_4_CheerFight,,
Scripts/content/Story/svm.d:692,Gib's ihm!,把东西交给他！,,,SVM_4_CheerFriend,,
Scripts/content/Story/svm.d:693,Schlag mal zurück!,回击！,,,SVM_4_Ooh,,
Scripts/content/Story/svm.d:694,Gut gemacht!,干得好！,,,SVM_4_YeahWellDone,,
Scripts/content/Story/svm.d:695,Der Feigling verzieht sich!,那个胆小鬼跑了！,,,SVM_4_RunCoward,,
Scripts/content/Story/svm.d:696,Wir haben damals mehr ausgehalten!,我年轻的时候，人们都很坚强！,,,SVM_4_HeDefeatedHim,,
Scripts/content/Story/svm.d:697,Selbst schuld!,那是你个人的问题！,,,SVM_4_HeDeservedIt,,
Scripts/content/Story/svm.d:698,Du hast ihn umgebracht! Das war ein großer Fehler!,你杀了他！你犯了一个大错！,,,SVM_4_HeKilledHim,,
Scripts/content/Story/svm.d:699,Früher waren die Kämpfe besser.,在过去，战斗好一些。,,,SVM_4_ItWasAGoodFight,,
Scripts/content/Story/svm.d:700,Gäääähn,呵,,,SVM_4_Awake,,
Scripts/content/Story/svm.d:701,Sei gegrüßt.,祝贺你。,,,SVM_4_FriendlyGreetings,,
Scripts/content/Story/svm.d:702,Für Gomez!,为了葛梅兹！,,,SVM_4_ALGreetings,,
Scripts/content/Story/svm.d:703,Magie zu Ehren!,为了魔法的荣耀！,,,SVM_4_MageGreetings,,
Scripts/content/Story/svm.d:704,Erwache!,醒醒！,,,SVM_4_SectGreetings,,
Scripts/content/Story/svm.d:705,Du findest ihn dort drüben.,你会在那边找到他！,,,SVM_4_ThereHeIs,,
Scripts/content/Story/svm.d:706,Ich kann dir nichts beibringen. Du hast nicht genug Erfahrung.,我不能教你什么，因为你没有足够的经验。,,,SVM_4_NoLearnNoPoints,,
Scripts/content/Story/svm.d:707,Du bist am Ende deiner Möglichkeiten. Du solltest etwas anderes lernen.,你已经无能为力了。你应该学习新的东西。,,,SVM_4_NoLearnOverMax,,
Scripts/content/Story/svm.d:708,"Du musst erst fortgeschritten sein, bevor du Meister werden kannst!",在你成为大师之前，你必须努力提高自己的能力！,,,SVM_4_NoLearnYouAlreadyKnow,,
Scripts/content/Story/svm.d:709,Du bist jetzt schon besser!,你比以前好多了！,,,SVM_4_NoLearnYoureBetter,,
Scripts/content/Story/svm.d:710,He da!,嗨，那边的人！,,,SVM_4_HeyYou,,
Scripts/content/Story/svm.d:711,Nicht jetzt.,现在不。,,,SVM_4_NotNow,,
Scripts/content/Story/svm.d:712,Was willst du?,你想做什么？,,,SVM_4_WhatDoYouWant,,
Scripts/content/Story/svm.d:713,Willst du was von mir?,你需要什么吗？,,,SVM_4_ISaidWhatDoYouWant,,
Scripts/content/Story/svm.d:714,Lass mich vorbei.,让我过去。,,,SVM_4_MakeWay,,
Scripts/content/Story/svm.d:715,Mach schon Platz!,现在给我让开！,,,SVM_4_OutOfMyWay,,
Scripts/content/Story/svm.d:716,"Beiseite, sonst bereust du es!",滚开！否则让你好看！,,,SVM_4_YouDeafOrWhat,,
Scripts/content/Story/svm.d:717,Willst du dich noch mal mit mir anlegen?,你又找我麻烦？,,,SVM_4_LookingForTroubleAgain,,
Scripts/content/Story/svm.d:718,"Nichts sehen, nichts hören, nichts reden ...",看、听、说都不麻烦．．．,,,SVM_4_LookAway,,
Scripts/content/Story/svm.d:719,Behalt es doch einfach!,留下它！,,,SVM_4_OkayKeepIt,,
Scripts/content/Story/svm.d:720,Was war denn das?,那是什么？,,,SVM_4_WhatsThat,,
Scripts/content/Story/svm.d:721,Rück mal schön meine Waffe wieder raus!,好孩子，把我的武器还给我！,,,SVM_4_ThatsMyWeapon,,
Scripts/content/Story/svm.d:722,"Los, gib schon her!",快点，把它给我！,,,SVM_4_GiveItToMe,,
Scripts/content/Story/svm.d:723,"Dann eben nicht! Ich bin froh, dass ich es los bin!",不！我高兴毁掉它！,,,SVM_4_YouCanKeeptheCrap,,
Scripts/content/Story/svm.d:724,"Wenn ich rauskriege, wer einen von uns auf dem Gewissen hat ...",如果我发现谁杀了我们的人．．．,,,SVM_4_TheyKilledMyFriend,,
Scripts/content/Story/svm.d:725,Du störst meine Nachtruhe!,你打扰我休息了！,,,SVM_4_YouDisturbedMySlumber,,
Scripts/content/Story/svm.d:726,Du bist umgehauen worden! 'ne kleine Abreibung hattest du auch mal nötig!,打倒了！你需要鞭策！,,,SVM_4_SuckerGotSome,,
Scripts/content/Story/svm.d:727,Du hast einen Erzbaron besiegt!,你战胜了一个矿场主人！,,,SVM_4_SuckerDefeatedEBr,,
Scripts/content/Story/svm.d:728,"Du hast einen der Gurus besiegt. Respekt. Aber lass dir nicht einfallen, das noch mal zu probieren.",你击败了一个导师。我有印像。但是，我认为不会再发生了。,,,SVM_4_SuckerDefeatedGur,,
Scripts/content/Story/svm.d:729,Einen Magier zu besiegen ... Du bist einer!,要战胜一个法师．．．你应该是一个勇敢的人！,,,SVM_4_SuckerDefeatedMage,,
Scripts/content/Story/svm.d:730,"Du hast sie ja wohl nicht alle, einfach einen Novizen umhauen.",你肯定疯了，竟然击倒了一个见习修士。,,,SVM_4_SuckerDefeatedNov_Guard,,
Scripts/content/Story/svm.d:731,"Was fällt dir eigentlich ein, einen Buddler zu verkloppen ?",你对于自己杀死了一个采矿工是怎样想的？,,,SVM_4_SuckerDefeatedVlk_Guard,,
Scripts/content/Story/svm.d:732,Du hast dich mit einem Freund von mir angelegt! Du bist wirklich unvorsichtig!,你和我的一个朋友陷入了困境！非常危险！,,,SVM_4_YouDefeatedMyComrade,,
Scripts/content/Story/svm.d:733,Vergreif dich noch einmal an einem Novizen und es wird dir Leid tun!,你再向见习修士进攻，会有你好看的！,,,SVM_4_YouDefeatedNOV_Guard,,
Scripts/content/Story/svm.d:734,"Du bist echt zu mutig, einen meiner Schützlinge anzufassen, kann dich teuer zu stehen kommen.",你太勇敢了，触碰一个被我保护的人对你来说是很危险的。,,,SVM_4_YouDefeatedVLK_Guard,,
Scripts/content/Story/svm.d:735,"Lass bloß die Finger von meinen Sachen, verstanden?",不要动我的东西，懂吗？,,,SVM_4_YouStoleFromMe,,
Scripts/content/Story/svm.d:736,"Du hast da etwas, was uns gehört. Gib es uns wieder!",你偷了我们的东西。还给我们！,,,SVM_4_YouStoleFromUs,,
Scripts/content/Story/svm.d:737,Mann! Du hast die Erzbarone beklaut! Die werden toben!,你偷了矿场主人的东西！他们会被激怒！,,,SVM_4_YouStoleFromEBr,,
Scripts/content/Story/svm.d:738,Du hast die Gurus beklaut! Wenn du dich wenigstens nicht erwischen lassen würdest!,你偷了导师的东西！你至少没被发觉！,,,SVM_4_YouStoleFromGur,,
Scripts/content/Story/svm.d:739,"Die Magier mögen es nicht, wenn man in ihren Sachen rumstöbert!",法师不喜欢人们四处搜查他们的东西！,,,SVM_4_StoleFromMage,,
Scripts/content/Story/svm.d:740,Du hast einen von unseren Jungs auf dem Gewissen. Noch ein kleiner Fehler und du bist dran!,你杀了一个我们的人。你会得到报应的！,,,SVM_4_YouKilledMyFriend,,
Scripts/content/Story/svm.d:741,"Du hast einen Erzbaron umgelegt! Mann, du bist wohl komplett durchgedreht!?",你杀了一个矿场主人！你彻底疯了吗！？,,,SVM_4_YouKilledEBr,,
Scripts/content/Story/svm.d:742,"Du hast einen Guru getötet! Junge, das kann doch nicht wahr sein!",你杀了一个导师！小伙子，我不相信！,,,SVM_4_YouKilledGur,,
Scripts/content/Story/svm.d:743,Du hast einen Magier umgebracht! Wie sollen wir das denn erklären?,你杀死了一个法师，你打算如何来证明这是合法的?,,,SVM_4_YouKilledMage,,
Scripts/content/Story/svm.d:744,Jemand aus dem Alten Lager ist tot und du sollst damit zu tun haben ...,旧营地死了一个人，你被认为与他的死有关．．．,,,SVM_4_YouKilledOCfolk,,
Scripts/content/Story/svm.d:745,"Im Neuen Lager steht wieder 'ne Hütte leer, und scheinbar hast du damit zu tun!",在新营地另有一个空屋，看起来你被安排进去了！,,,SVM_4_YouKilledNCfolk,,
Scripts/content/Story/svm.d:746,"Die Bruderschaft ist um einen Anhänger ärmer, und wie es scheint, hast du ihn beseitigt!",兄弟会对他的成员来说，至少意味着你取得了他的信任。,,,SVM_4_YouKilledPSIfolk,,
Scripts/content/Story/svm.d:747,Das wieder hinzubiegen wird nicht einfach!,澄清它并不容易！,,,SVM_4_GetThingsRight,,
Scripts/content/Story/svm.d:748,"Du hast mir ganz schön aufs Maul gehauen, Mann. War ein guter Kampf. Aber jetzt ist gut!",你干得很好，年轻人！但是，现在战斗已经结束了！,,,SVM_4_YouDefeatedMeWell,,
Scripts/content/Story/svm.d:749, ... wenn du meinst ..., ．．．如果你想．．．,,,SVM_4_Smalltalk01,,
Scripts/content/Story/svm.d:750, ... kann schon sein ..., ．．．或许吧．．．,,,SVM_4_Smalltalk02,,
Scripts/content/Story/svm.d:751, ... war nicht besonders schlau ..., ．．．那不是很聪明的行为．．．,,,SVM_4_Smalltalk03,,
Scripts/content/Story/svm.d:752, ... ich halt mich da lieber raus ..., ．．．我最好置身事外．．．,,,SVM_4_Smalltalk04,,
Scripts/content/Story/svm.d:753, ... das ist wirklich nicht mein Problem ..., ．．．那并不是我的问题．．．,,,SVM_4_Smalltalk05,,
Scripts/content/Story/svm.d:754," ... war doch klar, dass das Ärger gibt ...", ．．．很明显地前面将会出现麻烦．．．,,,SVM_4_Smalltalk06,,
Scripts/content/Story/svm.d:755," ... aber behalt's für dich, muss nicht gleich jeder wissen ...", ．．．但是请你保守秘密，不要告诉其他人。,,,SVM_4_Smalltalk07,,
Scripts/content/Story/svm.d:756, ... das passiert mir nicht noch mal ..., ．．．不会再发生了．．．,,,SVM_4_Smalltalk08,,
Scripts/content/Story/svm.d:757, ... an der Geschichte muss wohl doch was dran sein ..., ．．．那个故事一定会有后续发展．．．,,,SVM_4_Smalltalk09,,
Scripts/content/Story/svm.d:758," ... man muss eben aufpassen, was man rumerzählt ...", ．．．你必须注意你所讲的话．．．,,,SVM_4_Smalltalk10,,
Scripts/content/Story/svm.d:759, ... solange ich damit nichts zu tun habe ..., ．．．只要与我无关．．．,,,SVM_4_Smalltalk11,,
Scripts/content/Story/svm.d:760," ... man darf auch nicht alles glauben, was man hört ...", ．．．你不应该相信你听到的事情．．．,,,SVM_4_Smalltalk12,,
Scripts/content/Story/svm.d:761, ... in seiner Haut will ich trotzdem nicht stecken ..., ．．．然而我并不想要进入他的圈子里．．．,,,SVM_4_Smalltalk13,,
Scripts/content/Story/svm.d:762, ... immer wieder dieselbe Leier ..., ．．．每次都是同样的老故事．．．,,,SVM_4_Smalltalk14,,
Scripts/content/Story/svm.d:763, ... manche lernen eben gar nichts dazu ..., ．．．有些人永远学不会教训．．．,,,SVM_4_Smalltalk15,,
Scripts/content/Story/svm.d:764, ... früher wäre das ganz anders gelaufen ..., ．．．曾经有一段时间，事物都以不同的方式消失．．．,,,SVM_4_Smalltalk16,,
Scripts/content/Story/svm.d:765, ... gequatscht wird viel ..., ．．．人们总是这样谈论．．．,,,SVM_4_Smalltalk17,,
Scripts/content/Story/svm.d:766, ... ich hör' nicht mehr auf das Gefasel ..., ．．．我再也不想听那些废话了．．．,,,SVM_4_Smalltalk18,,
Scripts/content/Story/svm.d:767," ... verlass dich auf jemanden und du bist verlassen, das ist eben so ...", ．．．依赖某人然后陷入困境之中，这就是事实呀．．．,,,SVM_4_Smalltalk19,,
Scripts/content/Story/svm.d:768," ... ich glaube kaum, dass sich daran was ändern wird ...", ．．．我怀疑它是否不断地改变．．．,,,SVM_4_Smalltalk20,,
Scripts/content/Story/svm.d:769, ... wahrscheinlich hast du Recht ..., ．．．或许你对了．．．,,,SVM_4_Smalltalk21,,
Scripts/content/Story/svm.d:770," ... erst mal abwarten. Es wird nichts so heiß gegessen, wie es gekocht wird ...", ．．．坚持下去，最好不要急著作任何事情．．．,,,SVM_4_Smalltalk22,,
Scripts/content/Story/svm.d:771," ... ich dachte, das wäre schon lange geklärt ...", ．．．我想它在很久以前就已经被清除了．．．,,,SVM_4_Smalltalk23,,
Scripts/content/Story/svm.d:772, ... lass uns lieber über was anderes reden ..., ．．．我们来聊些其他的事情吧．．．,,,SVM_4_Smalltalk24,,
Scripts/content/Story/svm.d:773,Omm...,噢,,,SVM_4_Om,,
Scripts/content/Story/svm.d:778,Pack mal lieber die Magie weg!,你最好停止魔法！,,,SVM_5_StopMagic,,
Scripts/content/Story/svm.d:779,"Wenn ich 'Magie weg' sage, dann mein' ich das auch so!",我说停止魔法！,,,SVM_5_ISaidStopMagic,,
Scripts/content/Story/svm.d:780,"Was hast du mit der Waffe vor, Mann!",年轻人，你打算用武器做什么！,,,SVM_5_WeaponDown,,
Scripts/content/Story/svm.d:781,"Komm schon, steck weg, das Ding!",快点，放下东西！,,,SVM_5_ISaidWeaponDown,,
Scripts/content/Story/svm.d:782,"Du zielst auf mich, du Komiker!",瞄准我，你这个粗人！,,,SVM_5_WatchYourAim,,
Scripts/content/Story/svm.d:783,"Wenn du nicht aufhörst, dann übe ich gleich auch mal mit dir!",如果你不停下，我就拿你练习！,,,SVM_5_WatchYourAimAngry,,
Scripts/content/Story/svm.d:784,"Hey, bist du blind oder was?",嗨，你瞎了还是怎么了？,,,SVM_5_WhatAreYouDoing,,
Scripts/content/Story/svm.d:785,"Den kleinen Streit vergessen wir, okay?",让我们忘记刚才小小的不愉快吧？,,,SVM_5_LetsForgetOurLittleFight,,
Scripts/content/Story/svm.d:786,Eben war er noch da!? Seltsam!,但他几分钟前还在这儿！？奇怪！,,,SVM_5_Strange,,
Scripts/content/Story/svm.d:787,"Du bist fällig, Mistvieh!",现在是你的报应，坏蛋！,,,SVM_5_DieMonster,,
Scripts/content/Story/svm.d:788,Jetzt wird abgerechnet!,真糟！,,,SVM_5_DieMortalEnemy,,
Scripts/content/Story/svm.d:789,Du brauchst wohl dringend was hinter die Ohren!,你要求紧急行动！,,,SVM_5_NowWait,,
Scripts/content/Story/svm.d:790,Hast du immer noch nicht genug?,还不够吗？,,,SVM_5_YouStillNotHaveEnough,,
Scripts/content/Story/svm.d:791,"Na gut, du willst es scheinbar so!",好吧，这是你自讨苦吃！,,,SVM_5_YouAskedForIt,,
Scripts/content/Story/svm.d:792,Hier werden sie dich raustragen müssen!,他们会收拾你的！,,,SVM_5_NowWaitIntruder,,
Scripts/content/Story/svm.d:793,"Ich hab' dich gewarnt. Wer an meine Sachen geht, kriegt Ärger!",我警告你。如果你碰我的东西，你就倒霉了！,,,SVM_5_IWillTeachYouRespectForForeignProperty,,
Scripts/content/Story/svm.d:794,Du Dieb! Ich bring dir Manieren bei!,小偷！我会教你礼貌的！,,,SVM_5_DirtyThief,,
Scripts/content/Story/svm.d:795,Niemand vergreift sich ungestraft an meinen Jungs!,弄乱我东西的人没有一个会有好下场！,,,SVM_5_YouAttackedMyCharge,,
Scripts/content/Story/svm.d:796,Du hast einen meiner Jungs platt gemacht. Jetzt mach' ich DICH platt!,你杀了我的人。现在我要杀了你！,,,SVM_5_YouKilledOneOfUs,,
Scripts/content/Story/svm.d:797,Aaarg,啊,,,SVM_5_Dead,,
Scripts/content/Story/svm.d:798,Aargh,啊,,,SVM_5_Aargh_1,,
Scripts/content/Story/svm.d:799,Aargh,啊,,,SVM_5_Aargh_2,,
Scripts/content/Story/svm.d:800,Aargh,啊,,,SVM_5_Aargh_3,,
Scripts/content/Story/svm.d:801,UUAAARRGGGHHH!!!,呜啊！！！,,,SVM_5_Berzerk,,
Scripts/content/Story/svm.d:802,Das wird dir noch Leid tun!,你会为此难过的！,,,SVM_5_YoullBeSorryForThis,,
Scripts/content/Story/svm.d:803,Bleib locker! Hast gewonnen.,保持冷静！你已胜了。,,,SVM_5_YesYes,,
Scripts/content/Story/svm.d:804,Das ist 'ne Nummer zu groß für mich!,太好了！,,,SVM_5_ShitWhatAMonster,,
Scripts/content/Story/svm.d:805,Verdammt!,该死！,,,SVM_5_Help,,
Scripts/content/Story/svm.d:806,Beim nächsten Mal sieht die Sache wieder anders aus!,下次东西会有所不同！,,,SVM_5_WeWillMeetAgain,,
Scripts/content/Story/svm.d:807,Versuch das nicht noch mal!,别再试了！,,,SVM_5_NeverTryThatAgain,,
Scripts/content/Story/svm.d:808,Die Waffe gefällt mir!,我喜欢那种武器！,,,SVM_5_ITakeYourWeapon,,
Scripts/content/Story/svm.d:809,"Ich sorg dafür, dass dein Erz gut angelegt wird!",我相信你的矿石很好！,,,SVM_5_ITookYourOre,,
Scripts/content/Story/svm.d:810,So ein Pech! Kein Erz!,运气很坏！没有矿石！,,,SVM_5_ShitNoOre,,
Scripts/content/Story/svm.d:811,Finger weg!,别碰！,,,SVM_5_HandsOff,,
Scripts/content/Story/svm.d:812,Raus hier!,离开这里！,,,SVM_5_GetOutOfHere,,
Scripts/content/Story/svm.d:813,Hey! Wo kommst du denn her?,嗨！你从哪儿来？,,,SVM_5_YouViolatedForbiddenTerritory,,
Scripts/content/Story/svm.d:814,Guter Witz!,有意思！,,,SVM_5_YouWannaFoolMe,,
Scripts/content/Story/svm.d:815,Weshalb schleichst du hier rum?,你在这儿鬼鬼祟祟地做什么？,,,SVM_5_WhatsThisSupposedToBe,,
Scripts/content/Story/svm.d:816,"Raus hier, sonst ruf' ich die Wachen!",滚开！否则我要叫守卫了！,,,SVM_5_WhyYouAreInHere,,
Scripts/content/Story/svm.d:817,Du hast da drinnen nichts verloren!,那儿没你的事了！,,,SVM_5_WhatDidYouInThere,,
Scripts/content/Story/svm.d:818,Du lernst schnell!,你要学得快！,,,SVM_5_WiseMove,,
Scripts/content/Story/svm.d:819,"Wachen, hier her!",守卫！这儿！,,,SVM_5_Alarm,,
Scripts/content/Story/svm.d:820,ALARM!!!!,警报！！！！,,,SVM_5_IntruderAlert,,
Scripts/content/Story/svm.d:821,"Hey, pass auf!",嗨，小心！,,,SVM_5_BehindYou,,
Scripts/content/Story/svm.d:822,Ein Kampf!,一场战斗！,,,SVM_5_TheresAFight,,
Scripts/content/Story/svm.d:823,Drauf!,打！,,,SVM_5_HeyHeyHey,,
Scripts/content/Story/svm.d:824,Gut so!,好！,,,SVM_5_CheerFight,,
Scripts/content/Story/svm.d:825,Hau ihn endlich um!,马上打倒他！,,,SVM_5_CheerFriend,,
Scripts/content/Story/svm.d:826,Pass doch auf!,当心！,,,SVM_5_Ooh,,
Scripts/content/Story/svm.d:827,Wurde aber auch Zeit!,抓紧时间！,,,SVM_5_YeahWellDone,,
Scripts/content/Story/svm.d:828,Der Typ verdrückt sich!,那个家伙要逃跑！,,,SVM_5_RunCoward,,
Scripts/content/Story/svm.d:829,Klarer Sieger würde ich sagen!,完全胜利了！,,,SVM_5_HeDefeatedHim,,
Scripts/content/Story/svm.d:830,Es hat den Richtigen erwischt!,他活该！,,,SVM_5_HeDeservedIt,,
Scripts/content/Story/svm.d:831,Einfach einen kalt machen. Du hast jetzt echt ein Problem!,你一直杀人。你马上就会遇到麻烦了！,,,SVM_5_HeKilledHim,,
Scripts/content/Story/svm.d:832,Was für ein Kampf!,干得好！,,,SVM_5_ItWasAGoodFight,,
Scripts/content/Story/svm.d:833,Gäääähn,呵,,,SVM_5_Awake,,
Scripts/content/Story/svm.d:834,Hi Ho Kumpel!,你好，朋友！,,,SVM_5_FriendlyGreetings,,
Scripts/content/Story/svm.d:835,Für Gomez!,为了葛梅兹！,,,SVM_5_ALGreetings,,
Scripts/content/Story/svm.d:836,Magie zu Ehren!,为了魔法的荣耀！,,,SVM_5_MageGreetings,,
Scripts/content/Story/svm.d:837,Erwache!,醒醒！,,,SVM_5_SectGreetings,,
Scripts/content/Story/svm.d:838,Da drüben.,在那儿。,,,SVM_5_ThereHeIs,,
Scripts/content/Story/svm.d:839,"So unerfahren, wie du bist, kann ich dir nichts beibringen.",因为你的经验太少了，所以我不能教你什么。,,,SVM_5_NoLearnNoPoints,,
Scripts/content/Story/svm.d:840,Du bist am Ende deiner Möglichkeiten. Du solltest etwas anderes lernen.,你已经无能为力了。你应该学习新的东西。,,,SVM_5_NoLearnOverMax,,
Scripts/content/Story/svm.d:841,"Du musst erst fortgeschritten sein, bevor du Meister werden kannst!",在你成为大师之前，你必须努力提高自己的能力！,,,SVM_5_NoLearnYouAlreadyKnow,,
Scripts/content/Story/svm.d:842,Du bist jetzt schon besser!,现在你很好！,,,SVM_5_NoLearnYoureBetter,,
Scripts/content/Story/svm.d:843,Hey du!,嗨，就是你！,,,SVM_5_HeyYou,,
Scripts/content/Story/svm.d:844,Nicht jetzt.,现在不。,,,SVM_5_NotNow,,
Scripts/content/Story/svm.d:845,Kann ich dir helfen?,要我帮忙吗？,,,SVM_5_WhatDoYouWant,,
Scripts/content/Story/svm.d:846,Was willst du?,你想做什么？,,,SVM_5_ISaidWhatDoYouWant,,
Scripts/content/Story/svm.d:847,Lass mich mal durch.,让我过去。,,,SVM_5_MakeWay,,
Scripts/content/Story/svm.d:848,"Komm schon, ich will vorbei!",快点，我要过去！,,,SVM_5_OutOfMyWay,,
Scripts/content/Story/svm.d:849,Bist du taub oder suchst du Streit?,你聋了还是要找麻烦？,,,SVM_5_YouDeafOrWhat,,
Scripts/content/Story/svm.d:850,Willst du dich noch mal mit mir anlegen?,你又找我麻烦？,,,SVM_5_LookingForTroubleAgain,,
Scripts/content/Story/svm.d:851,Ich hab' NICHTS gesehen ... war irgendwas?,我什么都看见．．．为什么，发生了什么事？,,,SVM_5_LookAway,,
Scripts/content/Story/svm.d:852,"Schon gut, behalt es!",好，留下它！,,,SVM_5_OkayKeepIt,,
Scripts/content/Story/svm.d:853,Was war denn das?,那是什么？,,,SVM_5_WhatsThat,,
Scripts/content/Story/svm.d:854,"Ich würde es vorziehen, meine Waffe zurückzubekommen!",我宁可拿回我的武器！,,,SVM_5_ThatsMyWeapon,,
Scripts/content/Story/svm.d:855,Gib schon her!,给我！,,,SVM_5_GiveItToMe,,
Scripts/content/Story/svm.d:856,"Na ja, auch nicht so schlimm! Ich hab' noch mehr davon!",嗯，还不算太坏！我得到更多！,,,SVM_5_YouCanKeeptheCrap,,
Scripts/content/Story/svm.d:857,Sie haben einen unserer Jungs erwischt. Wenn ich das Schwein kriege ...,他们捉到了我们的一个同伴。如果我能抓住那些该死的家伙．．．,,,SVM_5_TheyKilledMyFriend,,
Scripts/content/Story/svm.d:858,"Hey, was soll das? Warum weckst du mich?",嘿，什么意思？你为什么叫醒我？,,,SVM_5_YouDisturbedMySlumber,,
Scripts/content/Story/svm.d:859,Na? Haste was aufs Maul gekriegt? Geschieht dir recht!,哦？你这个混蛋。你会得到报应的！,,,SVM_5_SuckerGotSome,,
Scripts/content/Story/svm.d:860,Du hast einen Erzbaron umgehauen. Er war beeindruckt!,你击败了一个矿场主人。他记住了！,,,SVM_5_SuckerDefeatedEBr,,
Scripts/content/Story/svm.d:861,"Du hast einen der Gurus besiegt. Respekt. Aber lass dir nicht einfallen, das noch mal zu probieren.",你击败了一个导师。我有印像。但是，我认为不会再发生了。,,,SVM_5_SuckerDefeatedGur,,
Scripts/content/Story/svm.d:862,Einen Magier zu besiegen ... Du bist ja einer!,要战胜一个法师．．．你应该是一个勇敢的人！,,,SVM_5_SuckerDefeatedMage,,
Scripts/content/Story/svm.d:863,"Du hast sie ja wohl nicht alle, einfach einen Novizen umzuhauen.",你肯定疯了，竟然击倒了一个见习修士。,,,SVM_5_SuckerDefeatedNov_Guard,,
Scripts/content/Story/svm.d:864,"Was fällt dir eigentlich ein, einen Buddler zu verkloppen ?",你对于自己杀死了一个采矿工是怎样想的？,,,SVM_5_SuckerDefeatedVlk_Guard,,
Scripts/content/Story/svm.d:865,"Du hast einen Kumpel von mir ausgeknockt, was sollte das?",你干倒了我助手，应当受到什么惩罚？,,,SVM_5_YouDefeatedMyComrade,,
Scripts/content/Story/svm.d:866,Vergreif dich noch einmal an unseren Jungs und es wird dir Leid tun.,你再向见习修士进攻，会有你好看的！,,,SVM_5_YouDefeatedNOV_Guard,,
Scripts/content/Story/svm.d:867,"Du bist echt zu mutig, einen meiner Schützlinge anzufassen, kann dich teuer zu stehen kommen.",你太勇敢了，触碰一个被我保护的人对你来说是很危险的。,,,SVM_5_YouDefeatedVLK_Guard,,
Scripts/content/Story/svm.d:868,"Du wagst es, mir unter die Augen zu treten, dreckiger Dieb?",你竟敢到这儿，肮脏的小偷？,,,SVM_5_YouStoleFromMe,,
Scripts/content/Story/svm.d:869,"Du hast einige Sachen, die uns gehören. Gib sie besser wieder her.",你拿了我们的东西。你最好把它还给我们。,,,SVM_5_YouStoleFromUs,,
Scripts/content/Story/svm.d:870,Mann! Du hast die Erzbarone beklaut! Die werden toben!,你偷了矿场主人的东西！他们会被激怒！,,,SVM_5_YouStoleFromEBr,,
Scripts/content/Story/svm.d:871,Du hast die Gurus beklaut! Wenn du dich wenigstens nicht erwischen lassen würdest!,你偷了导师的东西！你至少还没被抓到！,,,SVM_5_YouStoleFromGur,,
Scripts/content/Story/svm.d:872,"Die Magier mögen es nicht, wenn man in ihren Sachen rumstöbert!",法师不喜欢人们四处搜查他们的东西！,,,SVM_5_StoleFromMage,,
Scripts/content/Story/svm.d:873,Du hast einen von unseren Jungs auf dem Gewissen. Noch ein kleiner Fehler und du bist dran!,你杀了一个我们的人。你会得到报应的！,,,SVM_5_YouKilledMyFriend,,
Scripts/content/Story/svm.d:874,"Du hast einen Erzbaron umgelegt! Mann, du bist wohl komplett durchgedreht!?",你杀了一个矿场主人！你彻底疯了吗！？,,,SVM_5_YouKilledEBr,,
Scripts/content/Story/svm.d:875,"Du hast einen Guru getötet! Junge, das kann doch nicht wahr sein!",你杀了一个导师！小伙子，我不相信！,,,SVM_5_YouKilledGur,,
Scripts/content/Story/svm.d:876,Du hast einen Magier umgebracht! Wie sollen wir das denn erklären?,你杀了一个法师！你计划怎样解释此事？,,,SVM_5_YouKilledMage,,
