Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:136,Ich würde mich selbst gern mal an deiner Schmiede versuchen.,我也想在这里工作。,,,DIA_Huno_LEARNSMITH_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:137,"So so, aber glaub nur nicht, dass du tolle Klingen herstellen kannst!",噢，但是你认为你能铸造出大刀吗？,,,DIA_Huno_LEARNSMITH_09_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:138,Was muss ich tun?,我必须做什么？,,,DIA_Huno_LEARNSMITH_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:139,"Okay, nimm den Rohstahl und halte ihn ins Schmiedefeuer.",好，拿着这块钢，把它放入火中。,,,DIA_Huno_LEARNSMITH_09_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:140,Dann musst du den glühenden Stahl am Amboss schmieden.,然后，你必须把红热的钢放在铁砧上过一遍。,,,DIA_Huno_LEARNSMITH_09_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:141,"Stecke dann die glühende Klinge dort drüben in den Wassereimer, um sie zu härten.",当你做完后，你把滚烫的刀片扔进那边的那桶水里来回火。,,,DIA_Huno_LEARNSMITH_09_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:142,Am Ende muss die abgekühlte Klinge noch am Schleifstein geschärft werden.,这块冷却的刀片最后必须放在旋转磨石上磨得锋利些。,,,DIA_Huno_LEARNSMITH_09_06,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:143,Verstehe.,明白。,,,DIA_Huno_LEARNSMITH_15_07,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:144,Allerdings brauchst du dafür ein paar Sachen. Ich kann sie dir verkaufen.,在铸造过程中，你会需要一些东西。我可以卖给你。,,,DIA_Huno_LEARNSMITH_09_08,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:160,Ich möchte Dinge fürs Schmieden kaufen!,我想买铁匠的设备！,,,DIA_Huno_BUYSMITH.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_538_Huno.d:173,Ich möchte Dinge fürs Schmieden kaufen!,我想买一些铁匠装备!,,,DIA_Huno_BUYSMITH_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:33,Wie sieht's aus?,情况如何？,,,DIA_Jesse_Hallo.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:46,Wie sieht's aus?,情况如何？,,,DIA_Jesse_Hallo_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:47,"Neu hier, was? Du solltest wissen, dass man sich hier besser nicht mit den Gardisten anlegt.",你是新来的吧？你最好知道，和守卫惹上麻烦不是什么好事。,,,DIA_Jesse_Hallo_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:48,"Wenn sie Schutzgeld wollen, zahlst du besser, sonst hast du bald das halbe Lager gegen dich.",当他们想收取保护费时，你最好付给他们，否则一半营地里的人都会反对你。,,,DIA_Jesse_Hallo_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:73,"Hey, du! Ich hab' gehört, du wolltest Bloodwyn kein Schutzgeld zahlen?",嗨！我听说你不想付保护费给布罗德恩。,,,DIA_Jesse_Warn_03_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:74,Was willst du?,你想做什么？,,,DIA_Jesse_Warn_15_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:75,"Dich warnen! Bloodwyn hat einige Leute bezahlt, damit sie dir Ärger machen.",警告你！布罗德恩付钱给一些人，他们会对付你的。,,,DIA_Jesse_Warn_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:76,"Ich hab' zum Beispiel gesehen, wie er mit Herek da drüben geredet hat. Und nur die Götter wissen, mit wem noch!",我看到他怎么和那边的赫瑞克交谈了，上帝知道他雇佣的其他人是谁！,,,DIA_Jesse_Warn_03_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:77,"Was Herek betrifft, kommt deine Warnung etwas spät.",你关于赫瑞克的警告有点迟了。,,,DIA_Jesse_Warn_15_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:78,Er muss noch mit jemand anderem geredet haben - so viel hab' ich mitgekriegt. Also pass auf dich auf.,他一定也和其他人说过了。所以你要小心点！,,,DIA_Jesse_Warn_03_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:92,Warum hast du mir die Sache mit Bloodwyn erzählt?,你为什么告诉我布罗德恩的事？,,,DIA_Jesse_Mission.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:105,Warum hast du mir die Sache mit Bloodwyn erzählt?,你为什么告诉我布罗德恩的事？,,,DIA_Jesse_Mission_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:106,"Weil hier eine Hand die andere wäscht. Du siehst nicht so aus wie einer, der das nicht begreifen würde.",因为帮忙是要报酬的。你看起来不像是不明白此事的人。,,,DIA_Jesse_Mission_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:107,"Und weil ich DIR jetzt einen Gefallen getan habe, möchte ich dir Gelegenheit geben, dich zu revanchieren.",因为我帮了你一个忙，所以我想给你一次报恩的机会。,,,DIA_Jesse_Mission_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:110,Vergiß es! Ich schulde dir gar nichts!,算了吧！我不欠你什么！,,,DIA_Jesse_Mission.DIA_Jesse_Mission_ForgetIt,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:111,An was hattest du denn da gedacht?,你倒底是怎么想的？,,,DIA_Jesse_Mission.DIA_Jesse_Mission_What,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:116,Ich schulde dir GAR nichts!,我不欠你什么！,,,DIA_Jesse_Mission_ForgetIt_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:117,(sauer) Dann vergiss es doch einfach!,噢！那么走开！,,,DIA_Jesse_Mission_ForgetIt_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:125,An was hattest du denn da gedacht?,你倒底是怎么想的？,,,DIA_Jesse_Mission_What_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:126,"Ich hab' kein Erz mehr, und Bloodwyn hat schon versucht, das letzte Bröckchen aus mir rauszupressen.",我没有矿石了，布罗德恩也已经诈骗过我了。,,,DIA_Jesse_Mission_What_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:127,"Jetzt, wo ich dir geholfen habe, könntest du ihm doch meine 10 Erz geben, oder? Sag ihm, sie kommen von mir.",既然我帮了你，你可以把我欠他的１０个矿石带给他，好吗？告诉他，是我给的。,,,DIA_Jesse_Mission_What_03_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:130,Ich für dich zahlen? Vergiß es!,我，为你还钱？算了吧！,,,DIA_Jesse_Mission.DIA_Jesse_Mission_NO,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:131,"Ich werd sehen, was ich machen kann...",我要看看我能做什么。,,,DIA_Jesse_Mission.DIA_Jesse_Mission_YES,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:137,"Ich werd sehen, was ich machen kann ...",我要看看我能做什么。,,,DIA_Jesse_Mission_YES_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:138,"Danke, Mann! Du bist meine Rettung! Sag mir Bescheid, wenn die Sache gelaufen ist, ja?",谢谢你！你帮我大忙了！办完事情后，请告诉我，好吗？,,,DIA_Jesse_Mission_YES_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:146,Ich für dich zahlen? Vergiss es!,我，为你还钱？算了吧！,,,DIA_Jesse_Mission_NO_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:147,So kann man sich in jemandem irren. Mit meiner Hilfe rechnest du am besten nicht mehr.,显然我看错你了。以后，你不要再指望我帮你。,,,DIA_Jesse_Mission_NO_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:162,Ich habe Bloodwyn bezahlt!,我付钱布罗德恩！,,,DIA_Jesse_MisSuccess.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:175,Ich habe Bloodwyn bezahlt!,我付钱布罗德恩！,,,DIA_Jesse_MisSuccess_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:176,Ja? Gut! Dann sind wir ja jetzt quitt.,是吗？很好！现在我们扯平了。,,,DIA_Jesse_MisSuccess_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:180,"WAAAS?! Ich hab' 10 Erz ausgegeben für einen Tip, den ich sowieso schon kannte!?",什么？我花１０个矿石买下了我已经知道的事？,,,DIA_Jesse_MisSuccess.DIA_Jesse_MisSuccess_Waaas,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:181,Genau. Eine Hand wäscht die andere...,是的。你对我尽力了，我也会为你办事的！,,,DIA_Jesse_MisSuccess.DIA_Jesse_MisSuccess_Ok,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:186,"WAAAS?! Ich hab' 10 Erz ausgegeben für einen Tipp, den ich sowieso schon kannte!?",什么？我花１０个矿石买下了我已经知道的事？,,,DIA_Jesse_MisSuccess_Waaas_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:187,Sieht so aus.,当然。,,,DIA_Jesse_MisSuccess_Waaas_03_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_564_Jesse.d:192,Genau. Eine Hand wäscht die andere ...,是的。你对我尽力了，我也会为你办事的！,,,DIA_Jesse_MisSuccess_Ok_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:33,Wie steht's denn so?,您在做什么？,,,DIA_Gravo_Hallo.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:43,Wie steht's denn so?,您在做什么？,,,DIA_Gravo_Hallo_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:44,"Seit ich aufgehört habe, in der Mine zu arbeiten, lässt sich's hier richtig gut leben.",好，既然我不在矿山上工作了，我就不能再埋怨了。,,,DIA_Gravo_Hallo_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:45,Und woher kriegst du dein Erz?,你的矿石是从哪里得来的？,,,DIA_Gravo_Hallo_15_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:46,"Ich helfe Leuten, die Probleme haben.",我帮助那些遇到困难的人。,,,DIA_Gravo_Hallo_04_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:47,"Wenn du hier Ärger mit einflussreichen Leuten hast, kann ich dafür sorgen, dass die Sache wieder ins Lot kommt.",如果你惹上了这里有势力的人，我可以帮你解决。,,,DIA_Gravo_Hallo_04_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:59,"Wenn ich hier Ärger habe, kannst DU mir also helfen? Wie?",如果我遇到麻烦，你能帮我吗？怎么帮？,,,DIA_Gravo_HelpHow.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:72,"Wenn ich hier Ärger habe, kannst DU mir also helfen? Wie?",如果我遇到麻烦，你能帮我吗？怎么帮？,,,DIA_Gravo_HelpHow_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:73,"Nun - sagen wir mal, du hast Ärger mit Thorus. Du solltest es besser nie dazu kommen lassen, aber man weiß ja nie, was passiert.",让我们假想你与索拉斯有麻烦。你最好不要与他有什么不快，但是现在有，你永远不知道。,,,DIA_Gravo_HelpHow_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:74,"Thorus kann ziemlich stur sein - wenn du's dir einmal mit ihm verscherzt hast, redet er nicht mehr mit dir. Das ist schlecht.",索拉斯会十分顽固－－当他一旦和你惹上麻烦，他就再不会和你说话了。那是一件坏事。,,,DIA_Gravo_HelpHow_04_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:75,"Denn als Neuer bist du auf ihn angewiesen. Also kommst du zu mir. Ich kenne 'ne Menge Leute hier, die Einfluss auf Thorus haben.",作为一个没有经验的人，你要依赖他。所以你要来找我。我认识许多索拉斯的人。,,,DIA_Gravo_HelpHow_04_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:76,Die legen ein gutes Wort für dich ein und Thorus ist wieder auf deiner Seite. Natürlich wollen die Jungs dafür Erz sehen. Dein Erz.,他们为你说些好话，索拉斯就又是你的朋友了。当然，那些人会想为此赚到一些矿石。你的矿石。,,,DIA_Gravo_HelpHow_04_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:77,"Und ICH kümmere mich darum, dass dein Erz die richtigen Leute erreicht ...",我会把你的矿石用在适合的人身上．．．,,,DIA_Gravo_HelpHow_04_05,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:91,"Stimmt, er ist nicht besonders gut auf dich zu sprechen.",对！你在他的坏名册里。,,,B_Gravo_HelpAttitude_ANGRY_04_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:92,"Ich werd' zusehen, dass sich ein paar Leute mal mit ihm unterhalten. 100 Erz und ich erledige die Sache.",给我１００个矿石。我会处理好这个麻烦。,,,B_Gravo_HelpAttitude_ANGRY_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:95,"Lass sehen, wie viel du hast ... Ah! Das sollte reichen. Betrachte die Sache als erledigt.",好，让我们看看你有多少．．．啊！应该够了，你可以考虑解决这件事情。,,,B_Gravo_HelpAttitude_ANGRY_04_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:96,"Und sprich mit keinem darüber. Tu einfach so, als wär' nichts passiert.",不要和任何人谈及此事。就当作什么事都没发生过。,,,B_Gravo_HelpAttitude_ANGRY_04_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:102,So viel hab' ich nicht.,是的。,,,B_Gravo_HelpAttitude_NoOre_15_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:103,"Dann kann ich nichts für dich tun - tut mir Leid, Junge.","Dann kann ich nichts für dich tun - tut mit leid, Junge.",,,B_Gravo_HelpAttitude_NoOre_04_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:108,"Ärger ist gar kein Ausdruck, Junge. Er würde dir am liebsten den Kopf abreißen.",你把那叫做麻烦？我想那是保守的说法 。他可能会把你撕成碎片，小伙子。,,,B_Gravo_HelpAttitude_HOSTILE_04_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:109,"Wenn ich ein paar Jungs davon überzeugen soll, ihn wieder gut zu stimmen, wird das nicht billig. 500 Erz musst du schon hinlegen.",如果有人能使他再次平静下来，那并不便宜，至少要花费你５００矿石。,,,B_Gravo_HelpAttitude_HOSTILE_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:112,"Lass sehen, wie viel du hast ... Du scheinst ein reicher Bursche zu sein. Ich nehme die 500 und kümmere mich drum.",我们看看你有什么．．．你似乎是一个有钱的人。我会用５００个矿石，解决此事。,,,B_Gravo_HelpAttitude_HOSTILE_04_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:113,"Und noch was: Er darf nie erfahren, dass ICH die Sache für dich geregelt habe - also rede mit KEINEM darüber!",记住：他从来不知道我所做的事－－所以你不要告诉其他人此事，明白吗？,,,B_Gravo_HelpAttitude_HOSTILE_04_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:125,"Soweit ich weiß, hat er kein Problem mit dir - mach dir keine Sorgen.",我知道，他和你没有问题了－－不要担心。,,,B_Gravo_HelpAttitude_NoProb_04_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:137,"Kannst du mir helfen - ich glaub, ich hab' Ärger.",你能帮我吗－－我想我遇到麻烦了。,,,DIA_Gravo_HelpAngryNow.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:150,"Kannst du mir helfen - ich glaub, ich hab' Ärger.",你能帮我吗－－我想我遇到麻烦了。,,,DIA_Gravo_HelpAngryNow_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:151,"Ich denke schon, aber ich warne dich, die Sache kann dich zwischen 100 und 500 Erz kosten.",我想是这样，但是我要警告你，我的帮助找100到500矿石。,,,DIA_Gravo_HelpAngryNow_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:155,Mit Diego.,帮我处理迪哥的问题．,,,DIA_Gravo_HelpAngryNow.DIA_Gravo_HelpAngryNow_Diego,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:156,Mit Thorus,帮我处理索拉斯的问题．,,,DIA_Gravo_HelpAngryNow.DIA_Gravo_HelpAngryNow_Thorus,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:157,Mit Gomez,帮我处理葛梅兹的问题．,,,DIA_Gravo_HelpAngryNow.DIA_Gravo_HelpAngryNow_Gomez,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:167,Mit Diego.,帮我处理迪哥的问题．,,,DIA_Gravo_HelpAngryNow_Diego_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:176,Mit Thorus.,帮我处理索拉斯的问题．,,,DIA_Gravo_HelpAngryNow_Thorus_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:185,Mit Gomez.,帮我处理葛梅兹的问题．,,,DIA_Gravo_HelpAngryNow_Gomez_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:202,"Kannst du mir sagen, wer hier zu den einflussreichen Leuten gehört?",你能告诉我，谁是这里最有势力的人吗？,,,DIA_Gravo_Influence.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:215,"Kannst du mir sagen, wer von den Schatten hier zu den einflussreichen Leuten gehört?",你能告诉我，这里有势力的巡逻兵是谁吗？,,,DIA_Gravo_Influence_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:216,"Du willst die richtigen Leute beeindrucken, he?",你想见识那些有权力的人吗？,,,DIA_Gravo_Influence_04_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:217,"Diego hat von allen Schatten am meisten zu melden. Zu seinen Vertrauten zählen Fingers, Whistler und Sly.",迪哥是所有巡逻兵中最有权力的人。他信任宾克斯、威斯特和史力。,,,DIA_Gravo_Influence_04_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:218,"Dexter und Fisk verscherbeln ihre Sachen auf dem Marktplatz. Sie haben viele Kunden, selbst unter den Gardisten und sind dementsprechend einflussreich.",德克斯特和菲斯卡在市场上卖货。他们有许多客户，甚至守卫也是他们的客户，如此，就使他们更有影响力了。,,,DIA_Gravo_Influence_04_03,,
Scripts/content/Story/MISSIONS/DIA_Vlk_572_Gravo.d:219,"Und dann wäre da noch Scatty, er leitet die Arena, bestimmt wer kämpft und so. Es gibt viele hier, die ihm noch Erz schulden - auch an ihn kannst du dich halten.",还有史卡帝。他负责竞技场，决定着参战决斗的人选。这里的许多人都欠他的钱，因此他也是重要人物。,,,DIA_Gravo_Influence_04_04,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:33,Hi! Ich bin neu hier.,嘿！我是新来的。,,,DIA_Graham_Hello.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:43,Hi! Ich bin neu hier.,嘿！我是新来的。,,,DIA_Graham_Hello_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:44,Ich bin Graham. Ich zeichne Karten. Dich hab' ich hier noch nie gesehen ... Was willst du?,我是格雷姆，制图师。我以前没有见过你．．．你想做什么？,,,DIA_Graham_Hello_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:62,"Diego schickt mich. Er sagt, du sollst mir ne Karte geben.",迪哥派我来的。他请你给我一张画有旧矿坑的地图。,,,DIA_Graham_SellMap.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:75,"Diego schickt mich. Er sagt, du sollst mir 'ne Karte geben, auf der der Weg zur Alten Mine verzeichnet ist.",迪哥派我来的。他请你给我一张画有旧矿坑路线的地图。,,,DIA_Graham_SellMap_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:76,Kein Problem. Für dich nur 20 Erz.,没问题。给你．．．只需２０个矿石。,,,DIA_Graham_SellMap_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:78,Ich komme wieder.,我会付钱的。,,,DIA_Graham_SellMap.DIA_Graham_SellMap_BACK,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:79,"Gut - ich werde die Karte bezahlen. Hier, nimm das Erz.",我要买下它。给，拿着矿石。,,,DIA_Graham_SellMap.DIA_Graham_SellMap_Pay,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:80,"Rück die Karte raus, oder ich polier dir die Fresse!",把地图给我，不然我会自己动手！,,,DIA_Graham_SellMap.DIA_Graham_SellMap_AufsMaul,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:81,"Moment, Diego sagte, du sollst mir die Karte GEBEN, nicht verkaufen.",迪哥说，你应该给我地图，而不是应该把它卖给我。,,,DIA_Graham_SellMap.DIA_Graham_SellMap_GiveNotSell,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:86,Ich komme wieder.,我会付钱的。,,,DIA_Graham_SellMap_BACK_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:92,"Ich werde die Karte bezahlen. Hier, nimm das Erz.",我要买下它。给，拿着矿石。,,,DIA_Graham_SellMap_Pay_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:95,Gut. So billig kommst du nie wieder an so eine Karte - glaub mir.,好。相信我－－你不会再得到如此便宜的地图了。,,,DIA_Graham_SellMap_Pay_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:103,Beschaff dir erst mal ein bisschen Erz. Geh Tiere jagen oder Pilze sammeln - du kannst den Krempel dann hier im Lager zu Erz machen.,去，先赚些矿石。猎杀动物或采蘑菇都可以，你可以在营地里卖掉它们。,,,DIA_Graham_SellMap_Pay_NoOre_02_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:109,"Rück die Karte raus, oder ich polier dir die Fresse!",把地图给我，不然我会自己动手！,,,DIA_Graham_SellMap_AufsMaul_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:110,"Mach bloß keinen Mist, Mann. Ich will keinen Ärger. Hier, nimm die verdammte Karte und jetzt lass mich in Ruhe!",嘿，冷静，年轻人。我不想惹麻烦。给，拿着这张地图，不要打扰我了！,,,DIA_Graham_SellMap_AufsMaul_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:120,"Moment mal, Diego sagte, du sollst mir die Karte GEBEN, nicht verkaufen.",迪哥说，你应该给我地图，而不是应该把它卖给我。,,,DIA_Graham_SellMap_GiveNotSell_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:121,"Das interessiert mich aber nicht! Hast du eine Ahnung, wie viel Arbeit es macht, so eine Karte anzufertigen?",但是我没兴趣那么做！你知道画这样一张地图有多难吗？,,,DIA_Graham_SellMap_GiveNotSell_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:122,20 ist schon mein Spezialpreis für Freunde von Diego. Normalerweise würde ich 50 nehmen.,我对迪哥的朋友才出２０个矿石特殊价。通常我是卖５０个矿石的。,,,DIA_Graham_SellMap_GiveNotSell_02_02,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:132,Ich würde gerne eine Karte kaufen.,我想买一张地图。,,,DIA_Graham_BuyMaps.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:145,Ich würde gerne eine Karte kaufen.,我想买一张地图。,,,DIA_Graham_BuyMaps_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_573_Graham.d:146,"Klar ... Was suchst du? Je mehr drauf zu sehen ist, desto teurer sind die Karten.",好．．．你想买什么样的？越详细地地图，它的价格也就越贵。,,,DIA_Graham_BuyMaps_02_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:55,"Hey, Mann! Neu hier? Dich hab' ich hier noch nie gesehen.",嗨，年轻人！第一次来？我以前没见过你。,,,DIA_Mud_FirstEXIT_07_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:56,"Wenn du nichts dagegen hast, komme ich ein Stück mit. Du kannst sicher einen Freund brauchen.",如果你不介意，我想暂时加入你。我相信你需要一个朋友。,,,DIA_Mud_FirstEXIT_07_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:58,Verpiss dich!,走开！,,,DIA_Mud_FirstEXIT.DIA_Mud_FirstEXIT_Verpiss,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:59,Warum nicht - komm mit!,为什么不呢？一起来！,,,DIA_Mud_FirstEXIT.DIA_Mud_FirstEXIT_Komm,Info_AddChoice,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:64,Verpiss dich!,走开！,,,DIA_Mud_FirstEXIT_Verpiss_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:65,"Bist heute nicht so gut drauf, was? Ich glaub', ich komm' mal besser mit ...",你今天的心情不好吧？我最好和你在一起．．．,,,DIA_Mud_FirstEXIT_Verpiss_07_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:73,Warum nicht - komm mit!,为什么不呢？一起来！,,,DIA_Mud_FirstEXIT_Komm_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:74,Großartig! Wir können uns ja auf dem Weg etwas unterhalten.,很好！我们一起走时，就可以交谈了。,,,DIA_Mud_FirstEXIT_Komm_07_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:90,Kannst du mal BITTE einen Moment die Klappe halten?,请你安静一会儿好吗？,,,DIA_Mud_ShutUp.description,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:103,Kannst du mal BITTE einen Moment die Klappe halten?,请你安静一会儿好吗？,,,DIA_Mud_ShutUp_15_00,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:104,Klar.,一定。,,,DIA_Mud_ShutUp_07_01,,
Scripts/content/Story/MISSIONS/DIA_Vlk_574_Mud.d:118,Verpiss dich!,走开！,,,DIA_Mud_GetLost.description,,
